,Unnamed: 0,댓글
12,12, @슈퍼맨해커  말하는 꼬라지하고는
13,13, @슈퍼맨해커  말하는 4가지보소
14,14, @슈퍼맨해커  님은 어디가서 갸팬이라 하지 마셈. 공만보자님 제가 대신 죄송합니다.
15,15,유석이형님은 피칭때도 개고생 했는데 안보이는곳에서도 고생하셨네요 역시 해태 레전드!! 팬들은 형님 레전드인거 다 알고있어요
16,16,송유석 전설 정말 대단한 선수였죠... 간절함으로 던졌다는 말씀에서 감동 많이 받습니다. 그래도 성공적인 커리어를 이어나가셔서 다행이었습니다.
17,17,"타이거즈 80년대 스타들 전부 송유석선수에게 감사해야되겠어요, 음지에서 그 온갖 고생 뒷바라지하면서도 묵묵히 견디고 끝내 성공을 일궈낸 인간승리의 표본입니다, 성격도 참 좋아요"
18,18,"진짜 송유석 선수는 ""라떼""는 말할 자격 있다."
19,19,자격2만배쯤....
20,20," @마음다스리기  네,  원조 해태 마당쇠. 해태 의 노예송유석 전설  . . 전설 중의 전설이네요 ㅎ ㅎ"
21,21,도시락에 표판매에 사복에 경운기 msg가 아니고 실화라는게 놀랍다
22,22, @Yong  ㅋㅋㅋ 찰진 비유네요 비유를 보고있으니까 정말 그시절이 떠오릅니다
23,23,"시즌 끝나면 이종범코치님,이강철감독님 모셔서 97한국시리즈 우승썰이랑 두분이 생각하는 코감독님 이미지 이런것도 썰풀이 들어보고싶네요"
24,24,"송유석 선수 인품 대단하네. 반면, 해태 진짜 너무했네."
25,25,해태때 프런트 직원이 아직도 있는 사람도....
26,26,송유석 전설...말씀 잘 하시네요. 야구 선수 아니어도 그 때 추억들이 새록새록하네요. 건강하시구요~!
27,27,최고의 믿을맨 그리고 멋진 해영아버지..이번편도 계속 웃으면서 잘봤습니다 해태 선수들이 입담이 진짜 좋네요
28,28,송유석 선수 나올때는그 경기 이긴경기라 생각했던 기억이 나네요.묵직한 공을 오승환 선수보다 먼저 던졌던 걸로 기억합니다.
29,29,아침에 두번 봤습니다.오늘 보니깐 정회열 전설은 성격이 참 인자하시네요..그래서 아들 해영이도 아버지 닮아 성격이 좋으것 같고...송유석 전설의 비하인드 스토리 너무너무 재밌습니다.ㅎㅎㅎ
30,30,어릴적 저와 이름이 같아 정말 뜨겁게 응원했습니다이길때보다 질때 더 마음 아파했던 그시절이 그립네요수많은 전설들 속의 진주와도 같은 송유석 야구 최곱니다!!항상 건강하시고 건승 하세요~~
31,31,배우이자 가수인 김성환씨가 앉아있는가 했드만 송유석선생님이셨네요.목소리도 좋고 얼굴도 아직 쓸만하신거 보니 현역 야구 프런트로 와도 대성할 관상입니다!! ㅎ
32,32,"허구연 해설위원이 인정한 선수가 2명 있었는데 그중의 한 명이 송유석 선수였습니다. 나머지 한분은 기억이;; 허 위원님이 말씀하신 것은 배팅볼과 신고선수 이런 부분이었는데 빙산의 일각이었네요. 정말 눈물없인 들을 수 없는 라떼 이야기, 감사합니다."
33,33,허구연  누구나  인정하는 조밥.ㅋ 가치도 없음
34,34,"송유석의 배팅볼이 기아 강타선을 만들었네요,,,그리고 송유석전설의 이야기는 영화로 만들면 초대박일듯,,,나중에 10승투수,우승까지 해피앤딩"
35,35,다음 편도 너무 기대됩니다
36,36,송유석 93코시에서 신급이었음. 당시 삼성이 코시 우승 못한게 선동렬이 아니라 송유석 때문이었음. 삼성이 코시 우승할 적기였으나 송유석때문에 우승 못하고 십년후겨우 우승했지
37,37,송유석 선수 대인배 인정..
38,38,타팀팬인데 경운기에 빵터집니다. ..해태 정말 강했지만 재미있네요
39,39,송유석 대박! 정말 대단한 분이네요. 너무 재미있네요앞날에 좋은일만 있으시길  빕니다~^^
40,40,ㅋㅋㅋ 경운기썰 진짜 웃기네요. 그리고 보완요원까지라. 고생 많이 하셨겠네요. 정회열 전 코치님은 93년 코리안시리즈 몇차전인지는 기억이 안나네요. 어렸을적이라. 박충식 전 사무총장을 상대로 중월 홈런을 터트렸던 장면 라이브로 지켜봐 기억이 남습니다. 대구 구장 이었던 것 같은데
41,41,우리나라 자율야구는 김응용 감독이 원조인게 맞음. 이광환 감독은 투수분업화를 가장 처음 본격적으로 시작한 분이고...
42,42,송유석 전설 진짜 대인배시고 멋지십니다.
43,43,"마당쇠하면 해영이 아빠도 못지않았던 걸로 기억하는데, 투수 빼고 포지션 비면 무조건 정회열 일 때가 있었으니까요. 요즘 식으로 유틸리티 맨이었죠."
44,44,"한 전설의 타이거즈 10만되면 김응룡감독님 전 해태 선수들끼리 모여서 토크쇼 해도  레전드 영상 나올듯 싶네요, ㅋ"
45,45, 팬으로서 정말 이 프로그램 제작진에 감사드립니다.
46,46,참 어이없고 웃기고 슬픈 이야기네요. 해태가 많이 잘못했네. 두 분에게 까방권 드립니다.
47,47,"지금이야 홀드기록, 특급중간계투가 중요한 보직이지만 그 당시는 홀드도없고 중간계투는 그냥 선발못든 쩌리취급이니 안타까운선수인듯요.지금이라도 재평가돼서 다행입니다."
48,48,송유석선수가 해태의 진정한 전설이시네요...해태 선수+매니저+단장급 역할을 하셨네요^^ 사회생활에도 송유석전설같은 마당쇠 역할을 하는분이 계셔서 사회 잘 돌아가는 것 같습니다..정말 반가운 얼굴 권해효 아니...송유석 정회열전설 반갑습니다....^^
49,49,아 진짜 정규방송 월화드라마 해주듯이 썰을 올려주시다니 ㅠㅜ 일주일이 너무 깁니다
50,50,마당쇠 송유석선수 존경스럽습니다.
51,51,송유석 선수님 진짜 고생 많이 했네요 토닥토닥
52,52,송유석 선수는 진심 배울점이 많은 인생선배님이네요
53,53,송유석선수 진짜힘들었겠습니다.
54,54,송유석 선수 응원 합니다. 역시 대선수였습니다. 트윈스 팬 입니다.
55,55,송유석선수 고생 많이 하셨네요 대인배시고 폼이 특이 하셔서 초딩때 따라했던 기억이 있네요
56,56,송유석 전설 언변이 대단하네요. 나중에 광주mbc 야구해설위원으로도 잘할 것 같군요. ㅋㅋㅋㅋㅋㅋ
57,57,경운기는 진짜 압권이다 ㅋ
58,58,그런 아픔이 있었네요.치열하게 사셧네요.정해영 선수는 정말 기대가됩니다.처음 프로 데뷔할때부터...체격이나 공이 묵직하니 벌써 느낌이 다르더라는.
59,59,송유석 전설님 웃끼면서도 슬픈 일화  ㅜㅜ 
60,60,송유석 선수 진짜 대인배입니다.
61,61,도시락.  하와이  사건. 들어보니  구단에서 잘못하신 점이 많네요.  우승컵  뒤에는 고생한  사람들이.
62,62,요즘 제일 다음편이 기대되는 영상입니다!
63,63,송유석 전설 진짜 고생많이 했네요ㅜㅜ
64,64,"눈물나네요. 근데 1번버스는 80년대에 지원동에서 도청경유해 무등경기장 지나 보건대로 향했던 걸로 기억합니다. 산수동가는 버스는 3번,9번 등이였던 걸로 기억합니다"
65,65,송유석전 선수가 괜히 마당쇠가 아닌걸알게됐어요 ㅎㅎ
66,66,송유석 형님 !!! 저도 90년대 초반당시에 초딩때 21번 버스 타고 산수오거리에서 야구장 가고 그랬네요 ~ 버스비 100원 야구장 표값500원 했을때네요 ㅋ
67,67,ㅋㅋㅋㅋㅋㅋㅋ저랑 같은 기억이
68,68,호승관 난로 도시락맨 송유석...멋지다. 눈물난다 ~
69,69,사랑합니다 나의 레전드. 당신들이 있었기 때문에 죽을 때까지 타이거즈 팬입니다.
70,70,제가 알기로는 송유석 선수 형이 청소년 국가대표 복싱선수 출신인 걸로 압니다. 운동에 재능이 있는 집안 같아요.
71,71,송유석선수 인상만큼이나 멋진선수엿네요
72,72,송유석선수 처음 학교 전학와서 던지던 모습 기억 나네요
73,73,예전엔 다그러 햇겠지만 송유석 레전드님 고생하셧내요 앞으론 꽃길만 걸으시고 하시는일 대박나시길 바랍니다 해태의 레전드 영원하라 마당쇠~응원합니다
74,74,진정한 중간계투 ㆍ정말 중간에서 고생 많이했는데
75,75,마당 쓸다가도 마운드에 나가서 던지고~! 송유석 인생사에 빵 터졌음!
76,76,대인배 유석형님 짱!
77,77,송유석 선수 좋아하지만 말씀 중 오류가 몇개 있네요. 마지막으로 10승하신건 95년이고 항명은 96년 초에 일어났죠.
78,78,"김응용 감독은 자신의 권위에 도전하는 코치,선수는 잣 밟아 버리지만.  그 코치와 선수가 팀에 꼭 필요하면 읍소해서라도 안고 가고그 코치와 선수가 효용가치가 다 하면 가차없이 짓 밟아 버리는 철두철미하고 냉정한 팀 운영 방식"
79,79,아 오늘 진짜 대박이네요 경운기 ㅋㅋㅋㅋ
80,80,투창 하시다가 야구로 전향.. 천재십니다.
81,81,아~~~~눈물난다 ㅠㅠㅠㅠㅠ
82,82,진짜 해태 심했다.... 송유석선수 정말 고생 많았네요
83,83,송유석은 공중파도 통할 것 같은데... 저는 송유석을 이 방송을 통해 처음 보는 사람입니다.해병대 22대대 우리 중대장 생각나는 건 뭐지... 저 사람은 군인해도 잘할 것 같다.
84,84,송유석선수 요즘 어떻게 지내는지 궁금하네요
85,85,말빨도 좋으시고  피부도 좋습니다  유석형님 ㅎ
86,86,두선수 실력도 출중 했지만 인물 참 좋네요. 아주 호남형들  이십니다
87,87,정회열코치님 잼있어요~^^
88,88,정감독님 꼭 한번. 일군 감독님으로 보고싶습니다
89,89,그러니까 송유석씨 신고선수 사기극 중심에는 김응룡씨가 있었다. 그리고 김응룡씨가 토사구팽을 했다.
90,90,김응룡감독 독한건지 지금 타이거즈이야기 쭉 들어봐도 자기자리 지키고 선수들에게는 신경을 안썼네요
91,91,왕조가 들어서면 개국공신들 숙청하는거 처럼...
92,92,유석이형..정말 멀티였네요..보안요원..ㅜㅜ
93,93,송유석전설 정이 많은신 분 입니다.
94,94,이 집 장사 잘 하네.예고편 내보내고 다음 얘기 궁금해서 미치게 만들어놓고 딱 끊네 ㅎㅎ 진작부터 구독은 했지만 알림설정까지 안할 수가 없네 ㅎㅎ 개인적으로 한대화전설 근황이 궁금합니다
95,95,해태썰이 젤 재미있네요..다른팀이 유튜브 있다한들ㅋ 김응용 감독부터가 에피소드 아주 많을 듯 합니다ㅋㅋ
96,96,해태시절 너무행복했고 감사합니다
97,97,송유석전설 정말 고생 많으셨네요 지금은 웃고 말하지만 고생 많으셨네요
98,98,진정한연습생신화네 장종훈도 송유석앞에서는 안될것같다
99,99,아이구그래도  그때가그립습니다
100,100,송유석 형님이 나와ㅜㅜ해태 그립네
101,101,저는 두산팬입니다  우리 코감독님 무척소심 하셨군요
102,102,진짜 귀빈님 정말 잘 끌어내주신다~~~
103,103,송유석 선수 최고네요 ㅎ
104,104,경운기 사복 정말 웃프네요
105,105,멋지네요 두분 응원드립니다^^
106,106,송유석님! 행복하시길 응원합니다 !
107,107,"송유석 선수 LG에서 뛰던 당시, 엘지 선수들이 존경하고 정말 좋은 선배, 형 이었다는 내막이 담긴 기사를 1999년 쯤 이었던가 스포츠 신문에서 읽은 기억이 있습니다.영상을 봐도 화통하면서 가식없고 진솔, 담백하면서 유머러스한 면들을 쉽게 느낄  수 있는데 당시 LG 선수들이 왜 잘 따르면서 존경했는지 쉽게 짐작이 됩니다.그런데 이것은 딴지가 아니라 96년 송유석 선수의 성적은 10승이 아닌, 2승입니다.(KBO 사이트 들어가서 확인 가능합니다.) 96년 시즌부터는 해태의 주력선수에서 밀려나서 등판 경기 및 이닝도 많지 않았던 것으로 기억하고 96 시즌부터 변경된 해태의 신형 유니폼을 입고 송 선수가 경기에 뛴 모습을 거의 못봤던 것이 제 기억인데'이것이 내 기억이 잘못된 것 일까? 이상하다!'하고 KBO 사이트 들어가서 확인해 봤더니 2승 1패의 성적에 71과 1/3 이닝 던진 것으로 나와 있습니다.그런데 저토록 진솔하게 이야기하시는 송 선수의 모습을 보니 송 선수가 잘못 기억했다거나 우기는 것으로는 결코 보이지 않고,(기록은 우길 수가 없는게 KBO 사이트 들어가면 년도 별로 아주 세세한 기록까지 전부 낱낱이 확인이 가능하기에 이렇게 사실 여부가 단박에 검증되어 버리는 것을 전, 현직 야구 선수들은 이런 극히 기초적인 제반 요건을 모르지 않죠.)저 분의 진짜 기억인 것 같다는 것을 표정, 말씨에서 확연히 느꼈는데요.이런 것을 보면 패러렐 월드(Pararell World), 즉, 평행우주가 트루(True), 사실이 맞는 것 같다는 생각이 듭니다.농담이 아닌 정말 진지하게 하는 이야기이고, (평행우주를 SF 영화의 소재 정도로만 알고 있는 경우가 대부분이나 물리학계에서는 이미 거의 사실로 인정하고 정설로 잡혀나가는 단계입니다.아인슈타인의 상대성 이론이 1900년대 초반에는 허무맹랑한 공상 이야기로 치부되었으나 그 뒤로 몇 십 년 뒤에는 완벽히 검증되었듯이 말이지요.)전세계적으로 유명한 현시대 최고의 물리학자 맥스 테그마크(MIT 공대 물리학 교수), 리사 랜들(하버드 대학교 물리학 교수) 등이 심오한 고차원적인 연구, 실험 등을 통해서 상당 부분 입증해낸 평행우주, 평행차원 학설을 이제는 더 이상 간과해서는 안된다는 확신이 들었네요.몇 년 전에 별세했던 스티븐 호킹 역시도 평행우주가 맞다는 결론으로 70 ~ 80% 비중도로 가닥을 잡았지요. 현 시점에서 물리학계 최고의 양대 산맥 박사에 해당하는 리사 랜들의 저서 '숨겨진 우주',맥스 테그마크의 저서 '맥스 테그마크 유니버스' 등의 서적들이 바로 본인들이 심층 연구, 실험했던 평행우주, 평행차원에 관한 논문이고, 국내에도 이 박사들의 저서가 출간되어서 우주, 양자역학의 분야에 관심있는 분들은 이미 한 번쯤 읽어봤던 우주/물리학/양자역학 분야에서 유명한 책들입니다.야구 이야기에서 완전히 다른 분야로 이야기가 샜는데,송 선수의 저토록 생동감 넘치게 96년 본인이 10승 했다는 이야기를 하는 장면을 보고,(절대 허풍이나 잘못 기억하는 것으로는 보이지 않는)무한하게 평행하게 겹겹이 중첩되어 있는 물리학계에서는 이미 정설로 인정하는평행우주, 평행차원으로 인한 현상으로 보여집니다.불교에서는 석가모니가 3,000년 전에 설법했던 내용들이죠.(무수히 겹쳐져 있는 시공간의 비밀에 관하여 설법)평행우주 이론 상으로는 아주 자연스러운 일이며 이 부분에 관해 유투브에 이루 셀 수도 없이 많은 동영상 자료들이 올라와 있는데 궁금하신 분들은 검색하셔서 쉽게 시청 가능합니다."
108,108,코감독은 이 프로그램 최대의 피해자ㅋㅋㅋㅋ
109,109,송유석 전설님 마당발이라더니 진짜 안하신게 없네요
110,110,이거 보니까 3년전 임창용 항명은 약과네요. 이 사건으로 우승 주역 포함 여러명이 트레이드 및 숙청(?)된거 보면 ㄷㄷㄷ
111,111,전반적으로 전설들 이야기 들어보면 코감독 구단이랑 짜웅한게 많은듯. 존경받을만한 인물은 절대 아님
112,112,재밌네요 감사합니다
113,113,송유석. 저랑같은 연배라 많이 응원했는데. 해태가. 그립네요. ㅎㅎ
114,114,풀~~버전도 부탁합니다제발~~~~~~~~~선수들한테 어린애들 팬서비스 좀 잘하라고 하세요
115,115,넘 재밌어요
116,116,김응용이가 완전 그런사람이구나  송유석선수  참 슬픕니다
117,117,"이런일이 있어서 김성한, 김종모 전설이 김응용감독 덕장은 아니었다 했나보네요"
118,118,저런 숨은 선수가 있었기에 해태가 우승했을 수도
119,119,어릴때 송유석선수의 중독성있는 투구폼을 좋아했었는데 엘지로 트레이드되서 개빡쳤던게 엊그제같다.
120,120,역시 해태다
121,121,홈경기떄의 타이거즈 흰+노랑 유니폼이 지금보다 좋지 않나요?
122,122,5:35 해태 관계자 누군지 몰라도 진짜 개양아치였네...대학원서 마감일 다음날 계약하자고 해놓고 1년 내내 사람을 잡역꾼처럼 부려처먹은 거네.
123,123,나중에 이순철 해설위원 전화연결해서 하와이 항명사건 이야기를 했으면 하네요.
124,124,"송유석 선수 2021에 FA나왔다면, 중박 아님 쪽박이죠. 아무튼 지금 현역선수중  FA로 고액 연봉받고 송유석 선수보다 방어율 낮은 투수 얼마나 있을까요?"
125,125,완존 사기였네요.. 위계에의한.. 근데 지금은 추억?처롬 듣네요.. 근데 이것ㄷ느 미투하듯 문제 삼으면 문제되는건 이닌가요?이렇듯 과거의 일은 그때의 일로 삼고 얘기해야  감정이 정리돌듯 합니다..송유석선수 영웅이네요..
126,126,재밌네요 구독했어요
127,127,구독 감사합니다 ㅎㅎ
128,128,기아 가 엉망진창 이니까 마음이 울적합니다.몇년전까지 전국의 백화점 다니면서 일을 했는데 백화점에서 근무하는 아가씨 들 (판매원들) 상당수가자신이 아주 잘난 사람으로 착각하고 있다는 생각을 많이 했고 동료들도 그런 이야기 들은 한적이 있는데기아 선수들은 착각을 그만하시고  분발해 주시기를 부탁 드립니다.다른 야구 팀들의 팬 들도 자신이 응원하는 팀의 성적이 저조하면 기분이 좋지 않겠지만특히 !!! 우리 기아선수들은 더욱더 겸손한 마음가짐으로 분투해 주시기를 바랍니다.제 고향이 전라도 라고 해서 어려서 서울로 이주하여 글 로써 표현하기 힘든 아픔을 많이 겪었는데기아 타이거즈 만 이라도 잘 해주시면 우리들은 더 없이 많은 위안이 되고 생활의 활력소가 된 답니다.
129,129,배팅볼던지고 구장정리하고 대기타다가 마운드 등판해서 우승7번은 오타니도 뉴욕양키스도 할수없는거아닌가?
130,130,와 무슨 마당쇠야. 저건 노예다 노예
131,131,멋쩌부러   !!!
132,132,유석씨 보고십네요 ^-^
133,133,다음 기아타이거즈 감독은 최해식  송유석 김종모 이강철 전설분들이기아감독  코치를  해야 기아우승할수없다기아는현재 노답이다
134,134,투구폼 한 번 보고 싶다
135,135,김성한 선수  짬뽕사주긴사줬죠
136,136,그당시 송유석선수 좋아 했는데.
137,137,영상 감사합니다
138,138,마당쓸다 와서 던지고.......ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ....영화 스타 감사용의 주인공 모습....
139,139,"지금은웃고말씀하시지만가슴이찡하네요,나는차영화선수들하고 , , ,학교만"
140,140,"코끼리, 유남호 둘 다 기회주의자"
141,141,도시락 프로라니 해태 해도해도 너무했다. 코끼리도 나빠요
142,142,7:35 ️물한잔 ㅋㅋㅋㅋ
143,143,진짜 마당쇠님. 진짜 남자시다 ㅜㅜ
144,144,김응룡+해태 = 토사구팽
145,145,"해태프런트 는 완전 쓰레기 였네..사람을 날로부려먹고..인간적으로 그 고생을 시켰으면 키워줘도 모자를 판인데..송유석님은 개천에서 용나온 격이네요..타이거즈 40년팬이지만 솔까 선수들이 잘해서 우승한거지 구단이나 감독이해준게 뭐가 있냐? 악담이지만  저렇게 직원을 막대하니 해태가 부도가나지! 불고기,하와이항명은 정당한거임.선수들을 비인간적으로 대하니  그럴수밖에 더있냐? ..오늘도 잼나는 비하인드 잘들었습니다!"
146,146,저도 같은생각입니다. 사람을 개똥만도 못하게 취급하는 회사. 잘망했습니다
147,147,해태그룹 특히 프런트 진짜 알면 알수록 쓰레기들임
148,148,저런 팀이 잘했다는 게 놀랍다 정말
149,149,최해식이가  나는   정회열  선배   이길수  있다    김응룡이가     최해식   주전포수   안방마님으로   감독한테   씨벌넘아  하는   선수가     최해식  선수입니다..   아니    김응룡이가   너  꺼져    미친넘아  난리남.
150,150,송유석 전설은 성공이라도 했으니 이렇게 나와서 썰이라도 풀지... 성공도 못하고 저렇게 부려먹기만 당하다 끝난 사람들이 얼마나 많겠나
151,151,ㄹㅇㅋㅋ
152,152,마당쇠 가 아나고  노예 였내요  선수 연봉말고 따로 월급 받어야 했는대  슬프내여  크 어 엌
153,153,참 해태라는 기업은 징글징글했네. 훈훈한 이야기가 1도 없어.회사가 작아서 가난했다고 핑계댈수 있지만 당시 제과시장 1위 2위 차지하고있었고 전자에 건설까지 문어발확장도 했던 재벌아닌가?타이거즈로 회사 홍보효과 충분히 누려놓고.... 선수들 푸대접. 그러니 부도나지
154,154,진짜 개 쓰레기 ㅋㅋㅋㅋ
155,155,나랑 같이 야구했던 최익준 삼촌인데
156,156,양치 해태문화구나
157,157,코감독이  정회열이하고   ㅇ최해식  장채근이ㅣ하고    치열한    싸움이  벌어짐..
158,158,15:46 무슨 이유로 중간에 편집이 된건가요? 궁금한데 아쉽네요!
159,159,해태 타이거즈 시절 송유석 선수 ~ 태어난 고향이 어디 인 가요 ?
160,160,고흥 아닌가요??
161,161,고향을 왜 따지나요
162,162,고흥군 대서면
163,163,고흥군 인근 면소재지가 여산송씨 집성촌입니다.송영길대표도 대서출신 이닌가요..?
164,164,액션배우 박남현 님도 고흥출신
165,165,임진왜란때 이순신장군 오른팔 송여립 후손
166,166,고흥하면 유자죠
167,167,"마당 쓸다 나가고,나무 패다나가고,때 되면 도시락 먹고"
168,168,김응용 유남호..구역질과 토악질이 나온다
169,169,경운기 ㅎㅎ
170,170,그때당시    김응룡이가   성질나서     쓰발넘들ㅇ아    전부다  구보로  광주로  이동하랏   성한이만  택시타고  기억이   누군요~
171,171,두 전설은 감히 입에 담지 못하지만 한 말씀 올리겠습니다.꼰대라 뭐라할수 있겠지만 요즘 기아요?영 아니올시다요.아주 실망입니다.기아 야구 요즘 본적도 없고 보고 싶지도 않습니다.그립습니다.해태 타이거즈 호남인의 울분과 차별을 씻겨준 호남의 프라이드 해태 타이거즈 감사드립니다.건강하십시요들
172,172,"장채근보다 최해식,  정회열  어울림"
173,173,송유석이가   해태시절    고생많이  함.   나는   알고  있음..  아~~~~
174,174,예전에 김응용 감독 아니였으면 해태 선수들 관리 못했어요..그나마 김감독이 저 정도 관리한 거여..지금이야 대가리 커졌다고 막 얘기하는 거지..당시에는 김감독에게 꼼짝 못했어유..
175,175,1번버스 ㅎㅎ산수동
176,176,송유석
177,177,표 팔다가  와서 던져...ㅋㅎㅎㅎㅎㅎ 하이고~ 내 몬산다...ㅋㅎㅎ
178,178,마당쇠.라고했죠.반갑습니다
179,179,신고 선수가 뭐죠?
180,180,"'연습생'이라고도 합니다. 정식 드래프트가 아닌 구단의 테스트로 뽑은 선수로, 보통 계약금 없이 저비용 급여를 받습니다. 신고선수(연습생) 출신으로 훗날 대성한 선수로는 송유석(해태), 한용덕 장종훈(빙그레), 박경완(쌍방울) 등이 있습니다."
181,181, @전설의 타이거즈  네 그렇군요 감사합니다
182,182,고흥
183,183,해태는 호남인과 해태팬에게는 기쁨을 줬지만 한국프로야구에 발전을 가져오지는 않았다
184,184,이상군 선수 반갑네요..당시 케이비오 심판들 연수할때  이상군 투수 던지는곳이 스트라잌이다 할 정도로 제구력이 좋았다는 기억이 납니다..늘 건강하세요
185,185,이상군 감독 말씀만 들어도 인품이 보인다
186,186,"에이스들이 18번 달던 시절 해태 18번이 선동열이었다면, 빙그레 18번은 이상군이었죠. 핀 포인트 제구, 고무팔 이상군 감독님 추억이 새록새록 하네요."
187,187,역시 실력을 받쳐주는건 인성입니다.감사합니다. 건강하세요. 다음편 기대할께요.
188,188,"한희민, 이상군 정말 이글스의 전설 중 전설이었다"
189,189,이상군 선수시절때 빙그레는 우승햇어야 했는데 워낙 해태가 막강해서  이상군 감독님은 당시에도 매너잇고 운동한 사람 치고 점잖음과 선비같은 스타일이었던걸로   그리고 제구력이 상당히 좋았던 걸로  매덕스과였던걸로 기억
190,190,이상군 투수 현역때 임호균과 더불어 제구력에 관한한 최고였죠. 공 반개가 아니라 4분의 1개를 뺄수 있는 능력자!거기에 투구폼이 유연하고 부드러워서 정말 부상이 없는 투수였어요.
191,191,국민학생때 해태팬이었지만 방송을 보면서 빙그레 전설들에 존경심이 쌓이네요.. 당시에는 정말 미웠습니다.. ^^
192,192,두분이 세월이흘러 감독으로 삶을 영위하시는  푸근한 인상과 덕있는 인품이 존경스럽습니다~후배선수들에게 좋은 선수를 양성하시는 감독이 되시길~~
193,193,이상군의 역대 최다 연속이닝 무사사구 기록도 진짜 깰 수 없는 넘사벽의 기록이지. 크보 마운드 역대 최고의 제구력의 마술사인 빙그레 원조 에이스~^^.
194,194,"이상군, 장채근, 한희민, 세 분 모두 역대급 전설의 기량을 보이신 분들인데, 인성까지 좋아보이니 ... 너무 좋네요"
195,195,요즘 범람하는 프로야구 관련 유튜브중에...제일 재밌는거 같습니다...유익하고!! 전설들 보는 맛도 있고 진행자분도 잘하시는거 같고 
196,196,감사합니다 ^^
197,197,"창단 특별 신인 우선지명권이나 타구단 특별지명, 외부 FA.특급용병 없이 6개팀에서 잉여자원으로 분류되던 선수와 신인들로 3년만에 플옵에 오를수 있었던건 한희만.이상군  선수의 공이 정말 컸죠"
198,198,이상군 대선수로는 알고 있었지만..100승 중 62완투승물론 당시 중간계투 중요성이 없던 시절이지만..대단한 선수임을 다시한번 각인과함께 대단한 선수였네요~
199,199,장채근선수~대학 시절에한희민선수 와 투수 *포수 밧데리 호흡을 잘 맞췄죠
200,200,"거센 폭풍을 헤치고.. 비바람을 이겨내고...이제 세월이 흘러 무사히 항구로 돌아온 분들의 평안함이 느껴집니다. 빙그레 원년시절부터 팬인데 좋은 영상 재미있게 잘 봤습니다. 빙그레 팬으로써 본다면, 해태 타선은 잘치기도하지만  중요한 찬스에선 어느팀보다 집중력이 뛰어났죠. 특히 한대화 등...   저는 지금도 해태의 야구천재는 이순철>이종범 이라고 생각합니다."
