,Sentence #,Word,POS,Tag
243,Sentence: 13,이,JKS,O
244,Sentence: 13,먼저,MAG,O
245,Sentence: 13,말라,VV+EC,O
246,Sentence: 14,연예인,NNG,O
247,Sentence: 14,장애,NNG,O
248,Sentence: 14,로,JKB,O
249,Sentence: 14,바꿔라,VV+EC,O
250,Sentence: 15,가만히,MAG,O
251,Sentence: 15,놔두,VV,O
252,Sentence: 15,면,EC,O
253,Sentence: 15,없,VA,O
254,Sentence: 15,어,EC,O
255,Sentence: 15,지,VX,O
256,Sentence: 15,노,EF,O
257,Sentence: 15,?,SF,O
258,Sentence: 15,이미,MAG,O
259,Sentence: 15,부처,NNG,O
260,Sentence: 15,별,XSN,O
261,Sentence: 15,로,JKB,O
262,Sentence: 15,올해,NNG,O
263,Sentence: 15,도,JX,O
264,Sentence: 15,다,MAG,O
265,Sentence: 15,예산,NNG,O
266,Sentence: 15,먹,VV,O
267,Sentence: 15,었,EP,O
268,Sentence: 15,고,EC,O
269,Sentence: 15,그중,NNG,O
270,Sentence: 15,탑,NNG,O
271,Sentence: 15,3,SN,O
272,Sentence: 15,에,JKB,O
273,Sentence: 15,여가부,NNP,O
274,Sentence: 15,는,JX,O
275,Sentence: 15,있,VX,O
276,Sentence: 15,지,EC,O
277,Sentence: 15,도,JX,O
278,Sentence: 15,않,VX,O
279,Sentence: 15,음,ETN,O
280,Sentence: 15,다,MAG,O
281,Sentence: 15,몰,VV+ETM,O
282,Sentence: 15,수,NNB,O
283,Sentence: 15,해야함,VV+EC+VX+ETN,O
284,Sentence: 16,팩트,NNP,O
285,Sentence: 16,),SSC,O
286,Sentence: 16,짱깨,NNG,O
287,Sentence: 16,는,JX,O
288,Sentence: 16,저,NP,O
289,Sentence: 16,돼,VV,O
290,Sentence: 16,면,EC,O
291,Sentence: 16,새끼,NNG,O
292,Sentence: 16,가,JKS,O
293,Sentence: 16,빠,VV,O
294,Sentence: 16,는,ETM,O
295,Sentence: 16,중,NNB,O
296,Sentence: 16,ㅋㅋ,IC,O
297,Sentence: 17,태양광,NNG,O
298,Sentence: 17,같,VA,O
299,Sentence: 17,은,ETM,O
300,Sentence: 17,거,NNB,O
301,Sentence: 17,보,VV,O
302,Sentence: 17,면,EC,O
303,Sentence: 17,대중,NNG,O
304,Sentence: 17,들,XSN,O
305,Sentence: 17,이,JKS,O
306,Sentence: 17,좆같,VA,O
307,Sentence: 17,아,EC,O
308,Sentence: 17,하,VV,O
309,Sentence: 17,는,ETM,O
310,Sentence: 17,포인트,NNG,O
311,Sentence: 17,잘,MAG,O
312,Sentence: 17,알,VV,O
313,Sentence: 17,고,EC,O
314,Sentence: 17,돈,NNG,O
315,Sentence: 17,쳐먹,VV,O
316,Sentence: 17,는,ETM,O
317,Sentence: 17,거,NNB,O
318,Sentence: 17,맞,VV,O
319,Sentence: 17,는,ETM,O
320,Sentence: 17,듯,NNB,O
321,Sentence: 18,이필모,NNP,O
322,Sentence: 18,비호,NNG,O
323,Sentence: 18,감,XSN,O
324,Sentence: 18,.,SF,O
325,Sentence: 18,투,MAG,O
326,Sentence: 18,머치,NNP,O
327,Sentence: 18,.,SF,O
328,Sentence: 18,느끼,XR,O
329,Sentence: 18,함,XSA+ETN,O
330,Sentence: 18,.,SF,O
331,Sentence: 18,서수연,NNP,O
332,Sentence: 18,씨,NNB,O
333,Sentence: 18,가,JKS,O
334,Sentence: 18,아깝,VA,O
335,Sentence: 18,네여,EF,O
336,Sentence: 18,ㅠ,UNKNOWN,O
337,Sentence: 19,청초,NNG,O
338,Sentence: 19,하,XSV,O
339,Sentence: 19,게,EC,O
340,Sentence: 19,새침,NNG,O
341,Sentence: 19,하,XSV,O
342,Sentence: 19,게,EC,O
343,Sentence: 19,예쁘,VA,O
344,Sentence: 19,노,EC,O
345,Sentence: 20,이젠,NNG+JX,O
346,Sentence: 20,별놈,NNG,O
347,Sentence: 20,이,JKS,O
348,Sentence: 20,다,MAG,O
349,Sentence: 20,뜨,VV,O
350,Sentence: 20,내,EC,O
351,Sentence: 20,ㅋㅋ,IC,O
352,Sentence: 21,동거혼,NNP,O
353,Sentence: 21,이,JKS,O
354,Sentence: 21,대세,NNG,O
355,Sentence: 21,인,VCP+ETM,O
356,Sentence: 21,유럽,NNP,O
357,Sentence: 21,도,JX,O
358,Sentence: 21,사회,NNG,O
359,Sentence: 21,유지,NNG,O
360,Sentence: 21,가,JKS,O
361,Sentence: 21,되,VV,O
362,Sentence: 21,는데,EC,O
363,Sentence: 21,한국,NNP,O
364,Sentence: 21,이,JKS,O
365,Sentence: 21,저출산,NNP,O
366,Sentence: 21,꼬라박,VV,O
367,Sentence: 21,은,ETM,O
368,Sentence: 21,원인,NNG,O
369,Sentence: 21,은,JX,O
370,Sentence: 21,그냥,MAG,O
371,Sentence: 21,페미니즘,NNG,O
372,Sentence: 21,필두,NNG,O
373,Sentence: 21,로,JKB,O
374,Sentence: 21,한,MM,O
375,Sentence: 21,개,NNBC,O
376,Sentence: 21,병신,NNG,O
377,Sentence: 21,피해,NNG,O
378,Sentence: 21,의식,NNG,O
379,Sentence: 21,임,VCP+ETN,O
380,Sentence: 21,.,SF,O
381,Sentence: 22,"""",SY,O
382,Sentence: 22,아,IC,O
383,Sentence: 22,그리고,MAJ,O
384,Sentence: 22,난,NP+JX,O
385,Sentence: 22,지금,MAG,O
386,Sentence: 22,이혼,NNG,O
387,Sentence: 22,할,XSV+ETM,O
388,Sentence: 22,때,NNG,O
389,Sentence: 22,만난,VV+ETM,O
390,Sentence: 22,변호사,NNG,O
391,Sentence: 22,소개,NNG,O
392,Sentence: 22,로,JKB,O
393,Sentence: 22,근처,NNG,O
394,Sentence: 22,법원,NNG,O
395,Sentence: 22,에서,JKB,O
396,Sentence: 22,일,NNG,O
397,Sentence: 22,하,XSV,O
398,Sentence: 22,는,ETM,O
399,Sentence: 22,여자,NNG,O
400,Sentence: 22,검사,NNG,O
401,Sentence: 22,만나,VV,O
402,Sentence: 22,고,EC,O
403,Sentence: 22,있,VX,O
404,Sentence: 22,는,ETM,O
405,Sentence: 22,데,NNB,O
406,Sentence: 22,만난,VV+ETM,O
407,Sentence: 22,지,NNB,O
408,Sentence: 22,얼마,NNG,O
409,Sentence: 22,안,MAG,O
410,Sentence: 22,됐,VV+EP,O
411,Sentence: 22,는데,EC,O
412,Sentence: 22,임신,NNG,O
413,Sentence: 22,했,XSV+EP,O
414,Sentence: 22,다,EF,O
415,Sentence: 22,.,SF,O
416,Sentence: 22,...,SY,O
417,Sentence: 22,ㅋㅋ,IC,O
418,Sentence: 22,"""",SY,O
419,Sentence: 22,퐁,NNP,O
420,Sentence: 22,르노,NNP,O
421,Sentence: 22,진짜,MAG,O
422,Sentence: 22,개좆같이,MAG,O
423,Sentence: 22,역겹,VA,O
424,Sentence: 22,네,EF,O
425,Sentence: 22,ㅋㅋㅋ,IC,O
426,Sentence: 22,ㅋㅋㅋ,IC,O
427,Sentence: 22,ㅋㅋㅋ,IC,O
428,Sentence: 22,ㅋㅋㅋ,IC,O
429,Sentence: 22,ㅋㅋ,IC,O
430,Sentence: 23,좆,NNG,O
431,Sentence: 23,팔,NR,O
432,Sentence: 23,륙,NR,O
433,Sentence: 23,한테,JKB,O
434,Sentence: 23,당하,VV,O
435,Sentence: 23,고,EC,O
436,Sentence: 23,이대남,NNP,O
437,Sentence: 23,한테,JKB,O
438,Sentence: 23,화,NNG,O
439,Sentence: 23,푸,VV,O
440,Sentence: 23,는,ETM,O
441,Sentence: 23,그것,NP,O
442,Sentence: 23,?,SF,O
443,Sentence: 24,알,VV,O
444,Sentence: 24,았,EP,O
445,Sentence: 24,으니까,EC,O
446,Sentence: 24,조용히,MAG,O
447,Sentence: 24,짜,VV+EC,O
448,Sentence: 24,져,VX+EC,O
449,Sentence: 24,있,VX,O
450,Sentence: 24,어,EF,O
451,Sentence: 24,.,SF,O
452,Sentence: 24,..,SY,O
453,Sentence: 25,광역시,NNG,O
454,Sentence: 25,인데,VCP+EC,O
455,Sentence: 25,진짜,MAG,O
456,Sentence: 25,창원,NNP,O
457,Sentence: 25,보다,JKB,O
458,Sentence: 25,병신,NNG,O
459,Sentence: 25,이,VCP,O
460,Sentence: 25,노,EF,O
461,Sentence: 25,ㅋㅋ,IC,O
462,Sentence: 26,참나,IC,O
463,Sentence: 26,기사,NNG,O
464,Sentence: 26,쓰레기,NNG,O
465,Sentence: 26,네,XSN,O
466,Sentence: 26,감,NNG,O
467,Sentence: 26,빵,NNG,O
468,Sentence: 26,에서,JKB,O
469,Sentence: 26,뭘,NP+JKO,O
470,Sentence: 26,하,VV,O
471,Sentence: 26,던,ETM,O
472,Sentence: 26,.,SF,O
473,Sentence: 26,..,SY,O
474,Sentence: 26,기사,NNG,O
475,Sentence: 26,쓸,VV+ETM,O
476,Sentence: 26,게,NNB+JKS,O
477,Sentence: 26,그리,MAG,O
478,Sentence: 26,없,VA,O
479,Sentence: 26,나,EC,O
480,Sentence: 26,대한민국,NNP,O
481,Sentence: 26,기자,NNG,O
482,Sentence: 26,들,XSN,O
483,Sentence: 26,의,JKG,O
484,Sentence: 26,표본,NNG,O
485,Sentence: 26,이,JKS,O
486,Sentence: 26,네,MM,O
487,Sentence: 26,수준,NNG,O
488,Sentence: 26,이,JKS,O
489,Sentence: 26,.,SF,O
490,Sentence: 26,...,SY,O
491,Sentence: 27,성,NNG,O
492,Sentence: 27,인지,VCP+EC,O
493,Sentence: 27,관련,NNG,O
494,Sentence: 27,된,XSV+ETM,O
495,Sentence: 27,거,NNB,O
496,Sentence: 27,아닌데,VCN+EC,O
497,Sentence: 27,책정,NNG,O
498,Sentence: 27,된,XSV+ETM,O
499,Sentence: 27,거,NNB,O
500,Sentence: 27,좀,MAG,O
501,Sentence: 27,있,VV,O
502,Sentence: 27,긴,ETN+JX,O
503,Sentence: 27,있,VX,O
504,Sentence: 27,다,EC,O
505,Sentence: 27,했,VX+EP,O
506,Sentence: 27,음,ETN,O
507,Sentence: 27,.,SF,O
508,Sentence: 27,그래도,MAJ,O
509,Sentence: 27,잘못,MAG,O
510,Sentence: 27,된,VV+ETM,O
511,Sentence: 27,거,NNB,O
512,Sentence: 27,임,VCP+ETN,O
513,Sentence: 28,네,IC,O
514,Sentence: 28,아줌마,NNG,O
515,Sentence: 29,제,NP,O
516,Sentence: 29,가,JKS,O
517,Sentence: 29,.,SF,O
518,Sentence: 29,지금,MAG,O
519,Sentence: 29,.,SF,O
520,Sentence: 29,하,VV,O
521,Sentence: 29,는,ETM,O
522,Sentence: 29,.,SY,O
523,Sentence: 29,말,NNG,O
524,Sentence: 29,은,JX,O
525,Sentence: 29,.,SY,O
526,Sentence: 29,6070,SN,O
527,Sentence: 29,세대,NNG,O
528,Sentence: 29,가,JKS,O
529,Sentence: 29,.,SF,O
530,Sentence: 29,쓰,VV,O
531,Sentence: 29,는,ETM,O
532,Sentence: 29,말투,NNG,O
533,Sentence: 29,.,SF,O
534,Sentence: 29,입니다,NNB+VCP+EF,O
535,Sentence: 29,.,SF,O
536,Sentence: 30,그,MM,O
537,Sentence: 30,임신,NNG,O
538,Sentence: 30,만,JX,O
539,Sentence: 30,줄기차,VA,O
540,Sentence: 30,게,EC,O
541,Sentence: 30,하,VV,O
542,Sentence: 30,는,ETM,O
543,Sentence: 30,개념,NNG,O
544,Sentence: 30,없,VA,O
545,Sentence: 30,는,ETM,O
546,Sentence: 30,한,MM,O
547,Sentence: 30,뇬,NNG,O
548,Sentence: 30,때문,NNB,O
549,Sentence: 30,에,JKB,O
550,Sentence: 31,지역,NNG,O
551,Sentence: 31,비하,NNG,O
552,Sentence: 31,하,XSV,O
553,Sentence: 31,지,EC,O
554,Sentence: 31,마,VX,O
555,Sentence: 31,라,EC,O
556,Sentence: 31,마초,NNG,O
557,Sentence: 31,코,NNG,O
558,Sentence: 31,야,VCP+EF,O
559,Sentence: 31,니,MM,O
560,Sentence: 31,도태,NNG,O
561,Sentence: 31,한,XSA+ETM,O
562,Sentence: 31,남,NNG,O
563,Sentence: 31,인,VCP+ETM,O
564,Sentence: 31,거,NNB,O
565,Sentence: 31,티,MAG,O
566,Sentence: 31,내,NP+JKG,O
567,Sentence: 31,지마,NNG,O
568,Sentence: 31,셈,NNG,O
569,Sentence: 32,글,NNG,O
570,Sentence: 32,이,JKC,O
571,Sentence: 32,아니,VCN,O
572,Sentence: 32,고,EC,O
573,Sentence: 32,피,NNG,O
574,Sentence: 32,싼다는,VV+ETM,O
575,Sentence: 32,표현,NNG,O
576,Sentence: 32,이,JKS,O
577,Sentence: 32,ㄹ,NNG,O
578,Sentence: 32,ㅇ,UNKNOWN,O
579,Sentence: 32,정신병자,NNG,O
580,Sentence: 32,같,VA,O
581,Sentence: 32,음,ETN,O
582,Sentence: 32,그걸,NP+JKO,O
583,Sentence: 32,사이트,NNG,O
584,Sentence: 32,메인,NNP,O
585,Sentence: 32,에,JKB,O
586,Sentence: 32,뜨,VV,O
587,Sentence: 32,게,EC,O
588,Sentence: 32,방치,NNG,O
589,Sentence: 32,하,XSV,O
590,Sentence: 32,는,ETM,O
591,Sentence: 32,새끼,NNG,O
592,Sentence: 32,도,JX,O
593,Sentence: 32,정신병자,NNG,O
594,Sentence: 32,같,VA,O
595,Sentence: 32,음,ETN,O
596,Sentence: 32,외국인,NNG,O
597,Sentence: 32,들,XSN,O
598,Sentence: 32,디씨,NNP,O
599,Sentence: 32,번역,NNG,O
600,Sentence: 32,해서,XSV+EC,O
601,Sentence: 32,다,MAG,O
602,Sentence: 32,보,VV,O
603,Sentence: 32,는,ETM,O
604,Sentence: 32,데,NNB,O
605,Sentence: 32,피,VV,O
606,Sentence: 32,싸,EC+VX+EC,O
607,Sentence: 32,게,NNG,O
608,Sentence: 32,라는,VCP+ETM,O
609,Sentence: 32,거,NNB,O
610,Sentence: 32,보,VV,O
611,Sentence: 32,면,EC,O
612,Sentence: 32,뭐,NP,O
613,Sentence: 32,라,VCP+EC,O
614,Sentence: 32,생각,NNG,O
615,Sentence: 32,하,XSV,O
616,Sentence: 32,겠,EP,O
617,Sentence: 32,노,EC,O
618,Sentence: 32,한,MM,O
619,Sentence: 32,녀,NNG,O
620,Sentence: 32,는,JX,O
621,Sentence: 32,0,SN,O
622,Sentence: 32,.,SY,O
623,Sentence: 32,1,SN,O
624,Sentence: 32,초,NNBC,O
625,Sentence: 32,도,JX,O
626,Sentence: 32,욕,NNG,O
627,Sentence: 32,안,MAG,O
628,Sentence: 32,먹,VV,O
629,Sentence: 32,음,ETN,O
630,Sentence: 32,그냥,MAG,O
631,Sentence: 32,그런,MM,O
632,Sentence: 32,말,NNG,O
633,Sentence: 32,하,VV,O
634,Sentence: 32,는,ETM,O
635,Sentence: 32,한남,NNG,O
636,Sentence: 32,이,JKS,O
637,Sentence: 32,욕,NNG,O
638,Sentence: 32,다처,NNG,O
639,Sentence: 32,먹,VV,O
640,Sentence: 32,음,ETN,O
641,Sentence: 33,뭘,NP+JKO,O
642,Sentence: 33,줘,VV+EF,O
643,Sentence: 33,왜,MAG,O
644,Sentence: 33,뽑,VV,O
645,Sentence: 33,아,EC,O
646,Sentence: 33,병신,NNG,O
647,Sentence: 33,들,XSN,O
648,Sentence: 33,아,JKV,O
649,Sentence: 33,난,NP+JX,O
650,Sentence: 33,이미,MAG,O
651,Sentence: 33,전역,NNG,O
652,Sentence: 33,해서,XSV+EC,O
653,Sentence: 33,못,MAG,O
654,Sentence: 33,받,VV,O
655,Sentence: 33,는데,EC,O
656,Sentence: 33,누구,NP,O
657,Sentence: 33,좋,VA,O
658,Sentence: 33,으라고,EC,O
659,Sentence: 33,저걸,NP+JKO,O
660,Sentence: 33,뽑,VV,O
661,Sentence: 33,으란,ETM,O
662,Sentence: 33,거,NNB,O
663,Sentence: 33,임,VCP+ETN,O
664,Sentence: 33,?,SF,O
665,Sentence: 33,ㅋㅋ,IC,O
666,Sentence: 33,ㅋㅋ,IC,O
667,Sentence: 33,좆까,VV,O
668,Sentence: 33,씨발,NNP,O
669,Sentence: 33,년,NNB,O
670,Sentence: 33,들,VV,O
671,Sentence: 33,아,EC,O
672,Sentence: 34,キムチ,SL,O
673,Sentence: 34,女,SH,O
674,Sentence: 34,は,SL,O
675,Sentence: 34,悪,SH,O
676,Sentence: 34,魔,NNG,O
677,Sentence: 34,です,SL,O
678,Sentence: 34,。,SY,O
679,Sentence: 35,개,NNG,O
680,Sentence: 35,쌍도,NNG,O
681,Sentence: 35,부심,NNG,O
682,Sentence: 35,씨발,IC,O
683,Sentence: 35,ㅋㅋ,IC,O
684,Sentence: 35,ㅋㅋ,IC,O
685,Sentence: 35,울산,NNP,O
686,Sentence: 35,이,JKS,O
687,Sentence: 35,대,XPN,O
688,Sentence: 35,기업,NNG,O
689,Sentence: 35,이,JKS,O
690,Sentence: 35,가장,MAG,O
691,Sentence: 35,많,VA,O
692,Sentence: 35,데,EF,O
693,Sentence: 35,ㅋㅋㅋ,IC,O
694,Sentence: 35,ㅋㅋ,IC,O
695,Sentence: 35,ㅋㅋ,IC,O
696,Sentence: 35,국,NNG,O
697,Sentence: 35,뽕,NNG,O
698,Sentence: 35,도,JX,O
699,Sentence: 35,울,VV,O
700,Sentence: 35,고,EC,O
701,Sentence: 35,갈,VX+ETM,O
702,Sentence: 35,개,NNG,O
703,Sentence: 35,쌍,NNG,O
704,Sentence: 35,도,JX,O
705,Sentence: 35,뽕,MAG,O
706,Sentence: 35,오,VV,O
707,Sentence: 35,진다,EC+EF,O
708,Sentence: 35,ㅋㅋㅋ,IC,O
709,Sentence: 35,ㅋㅋㅋ,IC,O
710,Sentence: 35,ㅋㅋㅋ,IC,O
711,Sentence: 35,ㅋㅋㅋ,IC,O
712,Sentence: 35,ㅋㅋㅋ,IC,O
713,Sentence: 35,ㅋㅋㅋ,IC,O
714,Sentence: 35,ㅋㅋㅋ,IC,O
715,Sentence: 35,ㅋㅋㅋ,IC,O
716,Sentence: 35,ㅋㅋㅋ,IC,O
717,Sentence: 35,ㅋㅋㅋ,IC,O
718,Sentence: 36,조작,NNG,O
719,Sentence: 36,단거,NNG,O
720,Sentence: 36,지,VCP+EF,O
721,Sentence: 36,sm,SL,O
722,Sentence: 36,찐따,NNG,O
723,Sentence: 36,쇼나,NNG,O
724,Sentence: 36,남,NNG,O
725,Sentence: 36,에,JKB,O
726,Sentence: 36,프로,NNG,O
727,Sentence: 36,에서,JKB,O
728,Sentence: 36,까지,JX,O
