label,text,
attack,같이 사기고 성희롱 욕은 다 여자가 받고 남자는 여자 사기는게 능력이라고 ㅂㅅ 남자 죽어버려 수지야 힘내,
attack,같이 합의해서 원나잇 해놓구서는 나중엔 성폭행 당했다라 주장했던 사례가 어디 한둘입니까? 철저한 검증을 통해서 진위 여부를 가린 다음에 욕해도 늦지 않습니다.,
attack,개 ㅂㅅ 괜히 지들이랑 종족 같은애들 욕하니가 괜~~~~ 히 수지 물고 늘어지졍~? ㅋㅋㅋㅋ,
attack,개 찌질한 새기 니 잘났다,
attack,개oooo새oooo끼가 19살? 장난하는것도아니구. 먹는 음식 가지고 장난좀 하지 말자.,
attack,개강두를 주말에도 봐야된다니!!!!!!!!!!!!!!!!!!! 평일에 보는것만 해도 짜증나는데!!!!!!!!!!!!!!!!!!!,
attack,개같은 새 끼,
attack,개거품 노래도전혀못하고...먼음악에자꾸손을댈까...이름알려진것도 라스덕인데..,
attack,개그맨이 몸 만들면 왜 다들 징그럽지,
attack,개그쟁이들 가스내들중에는 천이슬이가 가장에쁘다 천이슬이 을매나 이쁘노 가스내스랍고,
attack,개나소나 국민청원이야,
attack,개노잼....철거촌이 주무대배경임...ㅡㅡ 미션임마서블이 훨씬 훠얼씬 재밌더라 이거보고 보니까 눈 개안하는 느낌,
attack,개독으로 개종 약속하고 결혼하나?,
attack,개돼지 네티즌은 무었이 진실인지는 중요하지 않고 니편 내편이 중요한거지. 음식에 이념을 갖다 붙이고 비판하는 넘들 진짜 한심한 부류들...,
attack,개돼지 민국 또 ㅈㄴ 가겠네ㅋㅋㅋ,
attack,개돼지집단 개한민족의 실상. 사촌이 땅사면 배아픈 민족이라 앞에선 웃어도 뒤에서 호박씨 까는게 일상임. 소름돋는 개한민족 무섭다.,
attack,"개돼지특: 일본기업 유니클로,일본맥주 등등 불매! 하지만 스파이더맨이랑 트와이스는 소비ㅋㅋㅋㅋㅋㅋ",
attack,개듣보네 ㅋㅋㅋㅋㅋㅋ남자 뭔 프로게이머같이생겼네,
attack,개망나니 또 결혼? ㅎㅎ 재앙이다 문재앙,
attack,개우낌게 갑자기기안두둔하는 답글이 많아짐왜일까????갑자기 10배는많아졋네 ㅋㅋ역시네이버는 대단해,
attack,개인정보도용한 그 음원총공팀도 대국민사과해라.그래야공평하지 지들이한건 실수~~래...하여튼 미친..,
attack,개짜증나네 혜진아!!!! 언제부터 혜진아 그렇게 불렀냐 불륜드라마 담주부터 안본다,
attack,개쳐늙으면 꼴보기 싫어지는게 사람의 마음이지 얘네야 광고수익으로 번게 많으니 얼굴에 돈들이고 관리하니 금술이 당연히 좋을수밖에 사람이란 다 그런거임 아무리 이쁘고 잘생겼어도 관리안하면 상대쪽에서 싫어하게되어있음,
attack,개티즌들 또 소설쓴다 그 난리법석 친 김광석 마누라 사건도 무혐의로 끝났구만,
attack,개티즌들 마녀사냥 역겹다진짜,
attack,개판이네 김준호는 디엔에이에 도박있는듯 차태현도 실망이다. 틀딱들만 보는 프로 폐지해라,
attack,개폭망 벌써 차트아웃 1따리 ㅋㅋ,
attack,갠적으로 이런 스타일은 싸보인다..... 스카이캐슬의 그런 지적인 스타일이 어울리는듯....이건 술집 여자 같다,
attack,걍 부러우면 부럽다 해라. 뭘 돈이면 다 된다고 비꼬냐? 월 300 받을라고 사장 똥꼬도 빠는 것들이ㅋㅋ,
attack,걍 조용히 나대지말고 결혼하지..노총각 노처녀가 결혼하는게 뭐 자랑이라고..건모성격에 굉장한 이벤트를 벌인다면 눈요기감은 될런지..쩝,
attack,걍 조용히 살어 너도 ~ 이제와서 뭔~ 관심받고 싶은가?,
attack,걍 폐지해라요즘 무한도전 노잼,
attack,거기서 박씨는 빼라 신혜선이 다 먹여살린거고 박씨는 차려진 밥상에 숟가락 하나만 들고 온 뻔뻔한 도둑년인데,
attack,거참 노친네 갈때 돼서 가는거 가지고 먼 실검까지 장악하냐?,
attack,걸그룹 생명은 끝났고 이제 애낳는거로~~?이제 젖타령까지~~가지가지한다,
attack,걸그룹 어설픈애들보다 더 이쁘네 ㄷㄷ,
attack,걸래도 이런 걸래는 없다,
attack,걸려야 할 메퉤지 년들은 안걸리고;;,
attack,걸크러쉬 이딴거 하지마라 82킬로 지영이들만 좋아라하지 정작 그 연예인들한테는 마이너스일뿐이다,
attack,검색어 조작 하지 마라. 지금 코로나 때문에 난리인데 듣도보도 못한 검색어 하여간 이번 정부는 조작 정부,
attack,검은 사제들 같은 영화도 5백만 인데.. 이 영화가 천만이 넘는다는게 놀랍다. 유치해서 오글거려 죽는줄 알았는데..,
attack,검은머리 외국인 극혐..이나라에서 사라져라,
attack,겁나 반전 많아서 난 잼는데. . 많아도 G.랄 ㅡ없어도 G.롤,
attack,겁없는 어린 여자애 하나가 여러명을 보내는구나.서바이벌부터 봐온 비아이는 진심으로 아깝다.정신적으로 미숙했던 사람을마약으로 접근시켰던 저런 사람들이 너무 무섭다.,
attack,겨울이라서 불우이웃돕기하는건가?? 다른나라에서 다른일만하다온사람한테 노력이니 고생이니...그냥 방송잘타서 로또된거야 몇일안되서 식어버릴 냄비들이라 두번상처줄것 같은데..ㅎㅎㅎ,
attack,견찰... 실명 오픈 조건이 뭐냐? 필로폰 투약이라면서 할리는 홀랑 다까발리더니웃기는 견찰,
attack,결국 남자를 죽게 하는건 뇨쟈들...요즘 여자들 순결 지키고 한 남자 한테올인 하는 여자들 잇는지...원나잇 하는 세상에 ...여자들 니들은 남편 이랑할때 아다라시 엿나 ㅋㅋ,
attack,결국 세계가 인정하는 건 일베 나부랭이가 아니라 봉준호 송강호 김연아 방탄소년단. 소위 니들이 말하는 좌파. 자신의 사상이 세계의 기준에 뒤처지고 있다는 걸 좀 깨달아라 ㅉㅉ,
attack,결국 승자는 핑클이네..ses 빠돌이들 다 대가리 박아라..ㅋㅋㅋ,
attack,결론은 빠순이들이 문제라는거 아냐,
attack,결백은 당신에게 안어울림 그냥 자백하고 반성하는 척이라도 해라,
attack,결혼 못하는놈들 댓글보소 ㅋㅋㅋ,
attack,결혼식장에 술집걸들 8명 오겠네신부가 9번째로 입장하고.술집에서 8명과 술먹은건 사실이고화장실은 경찰조사 하면 나오겠지빨리좀 고소해라. 언능,
attack,결혼하기 10kg증가 ㅋㅋㅋ 그것도 임신도아닌데?? 정나미 떨어질만하지...게다가 상장폐기녀인데,
attack,결혼한 유부남 쫓아다니는 빠순이들 진심 노답이다. ㅋㅋㅋ 역시 빠순이 화력,
attack,결혼한다는 놈이 전여자친구들한테 연락돌리냐ㅋㅋ갈라니가 아쉽나보지,
attack,결혼한다는데 자기가 좋아하는 연예인 아니라고 악플 다는 수준 떨어지는 사람들 한심하다.,
attack,결혼했으면 여자가 애를 낳고 대를 이어야지 요즘 여자들은 무슨 생각으로 결혼을 하려는지 모르겠다. 남자 등꼴 빼먹을 생각뿐인가?!,
attack,경단녀가 한다는 게 겨우 출판사에서 연애하기냐? 남자 없인 회사 생활이 안 됨???,
attack,경림이는좀 빼자....,
attack,경준아 와이프 말 안들으면 좀 패라,
attack,"경찰은 이것도 마약검사하고, 블랙핑크도 마약검사해라..구린 냄새가 난다..",
attack,계속 버티는거 보면 이 인간 인성이 나오는거지,
attack,계속 요가하세요. 못하는 연기 하지말고.,
attack,계속 제 잘난 맛에 사니 그렇지. 언젠가 크게 걸릴거야. 비싼 넌 일반인은 싸구려 기성복으로 보일테지. ''싼 게 비지떡이예요.'',
attack,계집들댓글보소?누가 아깝니 그런 개소리는 여자들 왜 하는겨 ? 여자종특인가,
attack,계집들은 대체로 이기적이더라,
attack,계집들은 여름에 브라자 대신에 꼭지만 가리는 접착식 테이프 붙이지 않나?,
attack,계집새끼덜 젖들젖들 봐라~ㅋ 계집새끼 나이가 저 나이대였으면 상폐되어 임신 불구년인디...ㅋ,
attack,계집이란 어차피 사내의 손을 타게되는것을.. 그리고 사내로 태어나서 계집질도 하는거지. 계집년 한두명때문에 대한민국 영화계 거물하나가 또 사라지는구나!,
attack,고 김주혁님 돌아가셨을때 김주혁님 기사로 인터넷 도배되니까 그 난리치던 엑소의 개집들이었지 아마? ㅋㅋㅋㅋ,
attack,고딩때 처맞은거 30살까지 기억할정도면 진성찐1따 맞는듯ㅋㅋ 처맞는데는 다 이유가있다ㅋ,
attack,고우시다 상폐들이 질투할만하네 ㅎㅎ,
attack,고원희 작년인가 연말 시상식때 대선배님 수상할 때 다른 연기자들 다들 일어나 박수치는데 혼자만 자리에 앉아있는거 보고 뜨아했다ㅠ개념없고 버릇없어 보였음..,
attack,고인팔이? 와 진짜 세상에 지능 이상한 애들이 많구나 ㅋㅋㅋ,
attack,고층아파트는 살지말고 1층이나 반지하에 사시길 ㅎㅎ,
attack,고현정 배되지가 불러서 그런행동 하는거지돈이 아쉬워서 하는것도 아니니 지맘에 안들면 무뢰한짓 하는거지 뭐가끔 얼굴 까먹을까 드라마 뜨문뜨문 등장하고그냥 접고 동남아나가서 살아라 얼굴도 못생긴게 지꾸 방송탈라고하네,
attack,고현정 저러니까 이혼 당하지 ㅉㅉㅉ,
attack,고현정 특) 미실이 이후 뭐하나 제대로 하는 게 없음...,
attack,골프대회중에 무단이탈한 무개념아니냐?? 것도 개인전도아닌 팀경기서.,
attack,공과 사 어쩌고 저쩌고 거리는 애들은 중딩인가ㅋ 연애하면서 일 집중 끌어 올리는 게 얼마나 힘든데 오히려 현아는 연애하면서 자기 무대 더 열심히 하고 프로다운 모습 보여줘서 연애 잘했다 싶구만,
attack,공놀이나 쳐하는게 뭐 벼슬이라고 ㅋㅋ 김치남 한남들 못생겼으니깐 즈그들끼리 빨아대는거보소 ㅋㅋㅋㅋ,
attack,공부해라~딴따라 한다고 설치지 말고~,
attack,공산당 교육밑에서 자랏우니 공산당 말쓰지...한국말 쓰겟니...ㄷ신들...너나 잘하세요..,
attack,공인 이란것들이 나와서는 졸 청념한척 하면서이혼은 오지게 잘해요..이러니 조상들이 피눈물을 흘리지,
attack,공인이면 모범좀 보여라 쓰레기들,
attack,공효진 발연기나이질생각이읍던데 왜계속주연일까,
attack,과연 신동욱이 힘든과거 딛고 재기하는 이 시기에 이런기사가 나오게 행동 했을까? 진실은 밝혀져야 하는 일이지만 조부 언론플레이가 손자를 망치고 있다는건 나만의 생각?,
attack,관리좀 하자 저건 자연스러운 현상이 아님 충분히 관리할수있는 나이인데 대중한테 노출하는 남배우가 저게 뭐냐 여배우였으면 기자들이 후덕하다가 제목부터 달았겠지.진심 숙연하다,
attack,관상학적으로 앞으로 빵을 제집 드나들듯이 들락날락할 상이로구나,
attack,관심 받고 싶은 선동질에 불과함. 호응하는 건 바보짓.,
attack,관심종자 암튼 SNS가 연예인병을 키운다,
attack,관종도 이런관종이 없지 노답,
attack,관종이네. 실수할걸 해야지. 딱보니 과격하게 짜증부리는거네. 보기보다 승질 더러운듯. 애는 벽에 똥칠할때까지 살 인간이라는데 엄마걸고 말하는애 엄마를 걸겠어. 오래전에 죽은 전남친일로 죽을 여자로 보이디?,
attack,관종인건 확실함...,
attack,관종짓 또 시작? 남친이랑 헤어졌냐 ㅉㅉ,
attack,광대튀어나온 철가면쓴 아줌마? 개나소나솔로라고,
attack,괜찮은척 오지구요 팬들 선비코스프레 ㅎㅎㅎ,
attack,괜히 이혼한게 아니었네.성깔 드러운거였네..,
attack,교활한놈 황구라 치고있네,
attack,구구단도 따라배우자 돈이 안되면 손절하는게 맞아 김세정도 구구단 감옥에서 탈출하고,
attack,구구절절 맞는말만 하는데 자꾸 시비걸고 불만인 사람들 범죄자 정준영 지인인가봐ㅋㅋㅋㅋ,
attack,구동매 출연순간부터 아쉽지만 안봐 재수없어,
attack,구두뭐고.!!!살빼고 수술해야겟네,
attack,구라가아니구... 그라다... 기레가...0,
attack,구린뭔가가 있네ㅋㅋㅋㅋㅋ,
